"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"4/8/2026","4/8/2026","4/9/2026","CAT","CAT 4/17/2026 Call $820.00","STC","3","$2.40","$719.85"
"4/8/2026","4/8/2026","4/9/2026","CAT","CAT 4/17/2026 Call $820.00","BTO","3","$2.73","($819.12)"
"4/8/2026","4/8/2026","4/9/2026","ATEN","A10 Networks
CUSIP: 002121101","Sell","20","$25.13","$502.58"
"4/8/2026","4/8/2026","4/9/2026","ASPI","ASP Isotopes Inc
CUSIP: 00218A105","Sell","50","$4.38","$219.25"
"4/8/2026","4/8/2026","4/9/2026","KDK","Kodiak AI
CUSIP: 500081104","Sell","40","$8.06","$322.60"
"4/8/2026","4/8/2026","4/9/2026","SVCO","Silvaco Group
CUSIP: 82728C102","Sell","50","$7.40","$369.75"
"4/8/2026","4/8/2026","4/9/2026","IMPP","Imperial Petroleum
CUSIP: Y3894J187","Sell","80","$4.22","$337.40"
"4/7/2026","4/7/2026","4/8/2026","RNXT","RenovoRx
CUSIP: 75989R107","Sell","200","$0.90","$179.96"
"4/7/2026","4/7/2026","4/8/2026","CVS","CVS 4/10/2026 Put $75.00","STC","3","$0.41","$122.86"
"4/7/2026","4/7/2026","4/8/2026","UNH","UNH 5/1/2026 Call $345.00","STC","1","$2.30","$229.94"
"4/7/2026","4/7/2026","4/8/2026","UNH","UNH 5/1/2026 Call $345.00","STC","1","$2.30","$229.94"
"4/7/2026","4/7/2026","4/8/2026","TSLA","TSLA 4/24/2026 Put $300.00","BTO","1","$3.95","($395.04)"
"4/7/2026","4/7/2026","4/8/2026","CVS","CVS 4/10/2026 Put $75.00","BTO","3","$0.38","($114.12)"
"4/7/2026","4/7/2026","4/8/2026","UNH","UNH 5/1/2026 Call $345.00","BTO","2","$2.60","($520.08)"
"4/7/2026","4/7/2026","4/8/2026","AAPL","AAPL 5/1/2026 Put $220.00","BTO","3","$1.82","($546.12)"
"4/6/2026","4/6/2026","4/7/2026","KTOS","KTOS 4/17/2026 Call $80.00","STC","1","$1.85","$184.94"
"4/6/2026","4/6/2026","4/7/2026","KTOS","KTOS 4/17/2026 Call $80.00","STC","1","$1.80","$179.94"
"4/6/2026","4/6/2026","4/7/2026","KTOS","KTOS 4/17/2026 Call $80.00","STC","1","$1.75","$174.94"
"4/6/2026","4/6/2026","4/7/2026","SBUX","SBUX 5/1/2026 Call $100.00","STC","1","$1.60","$159.94"
"4/6/2026","4/6/2026","4/7/2026","DDOG","DDOG 4/17/2026 Put $100.00","STC","3","$0.80","$239.86"
"4/6/2026","4/6/2026","4/7/2026","SBUX","SBUX 5/1/2026 Call $100.00","STC","1","$1.62","$161.94"
"4/6/2026","4/6/2026","4/7/2026","MRVL","MRVL 4/24/2026 Call $118.00","STC","2","$2.60","$519.89"
"4/6/2026","4/6/2026","4/7/2026","MRVL","MRVL 4/24/2026 Call $118.00","BTO","2","$2.65","($530.08)"
"4/6/2026","4/6/2026","4/7/2026","DDOG","DDOG 4/17/2026 Put $100.00","BTO","3","$1.00","($300.12)"
"4/6/2026","4/6/2026","4/7/2026","SBUX","SBUX 5/1/2026 Call $100.00","BTO","2","$1.55","($310.08)"
"4/6/2026","4/6/2026","4/7/2026","KTOS","KTOS 4/17/2026 Call $80.00","BTO","3","$1.60","($480.12)"
"4/2/2026","4/2/2026","4/6/2026","CVNA","Option Expiration for CVNA 4/2/2026 Put $220.00","OEXP","1S","",""
"4/2/2026","4/2/2026","4/6/2026","AMZN","AMZN 4/2/2026 Put $207.50","STC","3","$0.16","$47.87"
"4/2/2026","4/2/2026","4/6/2026","MU","MU 4/2/2026 Put $350.00","STC","2","$0.33","$65.91"
"4/2/2026","4/2/2026","4/6/2026","MU","MU 4/2/2026 Put $350.00","BTO","2","$0.55","($110.08)"
"4/2/2026","4/2/2026","4/6/2026","AMZN","AMZN 4/2/2026 Put $207.50","BTO","3","$0.25","($75.12)"
"4/1/2026","4/1/2026","4/1/2026","NVDA","Cash Div: R/D 2026-03-11 P/D 2026-04-01 - 5 shares at 0.01","CDIV","","","$0.05"
"4/1/2026","4/1/2026","4/2/2026","TSLA","TSLA 4/2/2026 Put $370.00","STC","2","$1.77","$353.91"
"4/1/2026","4/1/2026","4/2/2026","TSLA","TSLA 4/2/2026 Put $370.00","BTO","2","$1.92","($384.08)"
"4/1/2026","4/1/2026","4/2/2026","META","META 4/1/2026 Put $585.00","STC","1","$3.50","$349.95"
"4/1/2026","4/1/2026","4/2/2026","META","META 4/1/2026 Put $585.00","STC","1","$2.35","$234.95"
"4/1/2026","4/1/2026","4/2/2026","META","META 4/1/2026 Put $585.00","STC","1","$2.20","$219.95"
"4/1/2026","4/1/2026","4/2/2026","AMZN","AMZN 4/6/2026 Put $207.50","STC","2","$1.30","$259.91"
"4/1/2026","4/1/2026","4/2/2026","AMZN","AMZN 4/6/2026 Put $207.50","BTO","2","$1.42","($284.08)"
"4/1/2026","4/1/2026","4/2/2026","META","META 4/1/2026 Put $585.00","BTO","3","$1.75","($525.12)"
"4/1/2026","4/1/2026","4/2/2026","CVNA","CVNA 4/2/2026 Call $310.00","STC","1","$6.50","$649.95"
"4/1/2026","4/1/2026","4/2/2026","CVNA","CVNA 4/2/2026 Call $310.00","STC","1","$6.00","$599.95"
"4/1/2026","4/1/2026","4/2/2026","CVNA","CVNA 4/2/2026 Call $310.00","BTO","2","$5.00","($1,000.08)"
"3/31/2026","3/31/2026","4/1/2026","ARM","ARM 4/10/2026 Call $152.50","STC","5","$4.30","$2,149.78"
"3/31/2026","3/31/2026","4/1/2026","META","META 4/2/2026 Call $577.50","STC","1","$5.70","$569.95"
"3/31/2026","3/31/2026","4/1/2026","SLV","SLV 5/1/2026 Put $40.00","STC","5","$0.16","$79.78"
"3/31/2026","3/31/2026","4/1/2026","CRCL","CRCL 5/1/2026 Put $60.00","STC","1","$0.63","$62.95"
"3/31/2026","3/31/2026","4/1/2026","CRCL","CRCL 5/1/2026 Put $60.00","STC","1","$0.63","$62.95"
"3/31/2026","3/31/2026","4/1/2026","CRCL","CRCL 5/1/2026 Put $60.00","STC","1","$0.66","$65.95"
"3/31/2026","3/31/2026","4/1/2026","META","META 4/2/2026 Call $577.50","STC","2","$5.40","$1,079.91"
"3/31/2026","3/31/2026","4/1/2026","META","META 4/2/2026 Call $577.50","STC","2","$5.30","$1,059.91"
"3/31/2026","3/31/2026","4/1/2026","META","META 4/2/2026 Call $577.50","BTO","5","$4.20","($2,100.20)"
"3/31/2026","3/31/2026","4/1/2026","ARM","ARM 4/10/2026 Call $152.50","BTO","5","$4.70","($2,350.20)"
"3/31/2026","3/31/2026","4/1/2026","COIN","COIN 4/10/2026 Put $150.00","STC","2","$2.06","$411.91"
"3/31/2026","3/31/2026","4/1/2026","INTC","INTC 4/17/2026 Put $41.00","STC","3","$1.27","$380.87"
"3/31/2026","3/31/2026","4/1/2026","INTC","INTC 4/17/2026 Put $41.00","BTO","1","$1.60","($160.04)"
"3/31/2026","3/31/2026","4/1/2026","INTC","INTC 4/17/2026 Put $41.00","BTO","2","$1.60","($320.08)"
"3/31/2026","3/31/2026","4/1/2026","GOOG","GOOG 4/2/2026 Put $275.00","STC","4","$1.22","$487.83"
"3/31/2026","3/31/2026","4/1/2026","AMZN","AMZN 4/2/2026 Put $202.50","STC","1","$1.55","$154.95"
"3/31/2026","3/31/2026","4/1/2026","AMZN","AMZN 4/2/2026 Put $202.50","STC","1","$1.59","$158.95"
"3/31/2026","3/31/2026","4/1/2026","GOOG","GOOG 4/2/2026 Put $275.00","STC","1","$1.34","$133.95"
"3/31/2026","3/31/2026","4/1/2026","AMZN","AMZN 4/2/2026 Put $202.50","STC","1","$1.70","$169.95"
"3/31/2026","3/31/2026","4/1/2026","AMZN","AMZN 4/2/2026 Put $202.50","BTO","3","$1.60","($480.12)"
"3/31/2026","3/31/2026","4/1/2026","GOOG","GOOG 4/2/2026 Put $275.00","BTO","5","$1.26","($630.20)"
"3/31/2026","3/31/2026","4/1/2026","INTC","INTC 4/10/2026 Put $42.00","STC","4","$1.46","$583.83"
"3/31/2026","3/31/2026","4/1/2026","CVNA","CVNA 4/2/2026 Put $270.00","STC","2","$2.00","$399.91"
"3/31/2026","3/31/2026","4/1/2026","INTC","INTC 4/10/2026 Put $42.00","BTO","4","$1.50","($600.16)"
"3/31/2026","3/31/2026","4/1/2026","CVNA","CVNA 4/2/2026 Put $270.00","BTO","1","$2.84","($284.04)"
"3/31/2026","3/31/2026","4/1/2026","CVNA","CVNA 4/2/2026 Put $270.00","BTO","1","$2.84","($284.04)"
"3/31/2026","3/31/2026","4/1/2026","MSFT","MSFT 4/1/2026 Call $370.00","STC","4","$1.50","$599.83"
"3/31/2026","3/31/2026","4/1/2026","SNDK","SNDK 4/2/2026 Put $500.00","STC","1","$0.80","$79.95"
"3/31/2026","3/31/2026","4/1/2026","SNDK","SNDK 4/2/2026 Put $500.00","STC","1","$0.85","$84.95"
"3/31/2026","3/31/2026","4/1/2026","MSFT","MSFT 4/1/2026 Call $370.00","BTO","4","$1.95","($780.16)"
"3/31/2026","3/31/2026","4/1/2026","COIN","COIN 4/10/2026 Put $150.00","BTO","2","$2.85","($570.08)"
"3/31/2026","3/31/2026","4/1/2026","SNDK","SNDK 4/2/2026 Put $500.00","BTO","2","$1.60","($320.08)"
"3/30/2026","3/30/2026","3/31/2026","CIEN","CIEN 4/2/2026 Put $320.00","STC","1","$1.80","$179.95"
"3/30/2026","3/30/2026","3/31/2026","INTC","INTC 4/17/2026 Put $40.00","STC","1","$2.02","$201.95"
"3/30/2026","3/30/2026","3/31/2026","PLTR","PLTR 4/24/2026 Put $125.00","STC","1","$2.85","$284.95"
"3/30/2026","3/30/2026","3/31/2026","SNDK","SNDK 4/2/2026 Put $500.00","STC","1","$2.45","$244.95"
"3/30/2026","3/30/2026","3/31/2026","INTC","INTC 4/17/2026 Put $40.00","STC","1","$1.62","$161.95"
"3/30/2026","3/30/2026","3/31/2026","CVNA","CVNA 4/2/2026 Put $220.00","BTO","1","$0.45","($45.04)"
"3/30/2026","3/30/2026","3/31/2026","COIN","COIN 4/24/2026 Put $130.00","STC","1","$3.10","$309.95"
"3/30/2026","3/30/2026","3/31/2026","INTC","INTC 4/17/2026 Put $40.00","BTO","2","$1.43","($286.08)"
"3/30/2026","3/30/2026","3/31/2026","SMCI","SMCI 4/2/2026 Put $20.00","STC","3","$0.22","$65.87"
"3/30/2026","3/30/2026","3/31/2026","SMCI","SMCI 4/2/2026 Put $20.00","BTO","3","$0.25","($75.12)"
"3/30/2026","3/30/2026","3/31/2026","PLTR","PLTR 4/24/2026 Put $125.00","STC","1","$2.72","$271.95"
"3/30/2026","3/30/2026","3/31/2026","SNDK","SNDK 4/2/2026 Put $500.00","BTO","1","$1.80","($180.04)"
"3/30/2026","3/30/2026","3/31/2026","CIEN","CIEN 4/2/2026 Put $320.00","BTO","1","$1.00","($100.04)"
"3/30/2026","3/30/2026","3/31/2026","COIN","COIN 4/24/2026 Put $130.00","BTO","1","$2.70","($270.04)"
"3/27/2026","3/27/2026","3/30/2026","SNDK","Option Expiration for SNDK 3/27/2026 Put $595.00","OEXP","2S","",""
"3/27/2026","3/27/2026","3/30/2026","XOM","Option Expiration for XOM 3/27/2026 Put $165.00","OEXP","10S","",""
"3/27/2026","3/27/2026","3/30/2026","SNDK","SNDK 3/27/2026 Put $595.00","BTO","2","$0.60","($120.08)"
"3/27/2026","3/27/2026","3/30/2026","SPY","SPY 3/27/2026 Call $645.00","STC","3","$0.49","$146.87"
"3/27/2026","3/27/2026","3/30/2026","V","V 4/10/2026 Put $280.00","STC","2","$1.90","$379.91"
"3/27/2026","3/27/2026","3/30/2026","V","V 4/2/2026 Put $290.00","STC","2","$2.10","$419.91"
"3/27/2026","3/27/2026","3/30/2026","SPY","SPY 3/27/2026 Call $645.00","BTO","3","$0.48","($144.12)"
"3/27/2026","3/27/2026","3/30/2026","AMD","AMD 4/2/2026 Put $192.50","STC","3","$2.78","$833.87"
"3/27/2026","3/27/2026","3/30/2026","AMD","AMD 3/27/2026 Put $195.00","STC","3","$0.15","$44.87"
"3/27/2026","3/27/2026","3/30/2026","SNDK","SNDK 3/27/2026 Put $560.00","STC","1","$0.16","$15.95"
"3/27/2026","3/27/2026","3/30/2026","AMD","AMD 3/27/2026 Put $195.00","BTO","3","$0.48","($144.12)"
"3/27/2026","3/27/2026","3/30/2026","AMD","AMD 4/2/2026 Put $192.50","BTO","3","$3.55","($1,065.12)"
"3/27/2026","3/27/2026","3/30/2026","XOM","XOM 3/27/2026 Put $165.00","BTO","2","$0.07","($14.08)"
"3/27/2026","3/27/2026","3/30/2026","XOM","XOM 3/27/2026 Put $165.00","BTO","3","$0.07","($21.12)"
"3/27/2026","3/27/2026","3/30/2026","XOM","XOM 3/27/2026 Put $165.00","BTO","5","$0.07","($35.20)"
"3/27/2026","3/27/2026","3/30/2026","TSLA","TSLA 4/2/2026 Put $350.00","STC","2","$3.95","$789.91"
"3/27/2026","3/27/2026","3/30/2026","V","V 4/2/2026 Put $290.00","BTO","2","$2.70","($540.08)"
"3/26/2026","3/26/2026","3/27/2026","SNDK","SNDK 3/27/2026 Put $560.00","STC","1","$2.40","$239.95"
"3/26/2026","3/26/2026","3/27/2026","GOOG","GOOG 4/2/2026 Put $280.00","STC","2","$4.15","$829.91"
"3/26/2026","3/26/2026","3/27/2026","SNDK","SNDK 3/27/2026 Put $600.00","STC","1","$3.90","$389.95"
"3/26/2026","3/26/2026","3/27/2026","META","META 3/30/2026 Put $550.00","STC","1","$7.20","$719.95"
"3/26/2026","3/26/2026","3/27/2026","LLY","LLY 3/27/2026 Put $895.00","STC","1","$4.90","$489.95"
"3/26/2026","3/26/2026","3/27/2026","LLY","LLY 3/27/2026 Put $895.00","BTO","1","$4.85","($485.04)"
"3/26/2026","3/26/2026","3/27/2026","SNDK","SNDK 3/27/2026 Put $600.00","BTO","1","$6.20","($620.04)"
"3/26/2026","3/26/2026","3/27/2026","META","META 3/30/2026 Put $550.00","BTO","1","$6.40","($640.04)"
"3/26/2026","3/26/2026","3/27/2026","GOOG","GOOG 4/2/2026 Put $280.00","BTO","2","$3.55","($710.08)"
"3/26/2026","3/26/2026","3/27/2026","NFLX","NFLX 4/17/2026 Put $85.00","STC","1","$1.48","$147.95"
"3/26/2026","3/26/2026","3/27/2026","SNDK","SNDK 3/27/2026 Put $560.00","BTO","2","$0.85","($170.08)"
"3/26/2026","3/26/2026","3/27/2026","SNDK","SNDK 3/27/2026 Put $620.00","STC","3","$8.40","$2,519.87"
"3/25/2026","3/25/2026","3/26/2026","SPY","SPY 3/25/2026 Put $655.00","STC","5","$0.10","$49.78"
"3/25/2026","3/25/2026","3/26/2026","SPY","SPY 3/25/2026 Put $655.00","STC","5","$0.10","$49.78"
"3/25/2026","3/25/2026","3/26/2026","SPY","SPY 3/25/2026 Put $655.00","BTO","10","$0.70","($700.40)"
"3/25/2026","3/25/2026","3/26/2026","SVCO","Silvaco Group
CUSIP: 82728C102","Buy","50","$7.07","($353.50)"
"3/25/2026","3/25/2026","3/26/2026","ATEN","A10 Networks
CUSIP: 002121101","Buy","20","$23.20","($463.92)"
"3/25/2026","3/25/2026","3/26/2026","SNDK","SNDK 3/27/2026 Put $620.00","BTO","1","$4.50","($450.04)"
"3/25/2026","3/25/2026","3/26/2026","SPY","SPY 3/25/2026 Put $655.00","STC","1","$0.71","$70.95"
"3/25/2026","3/25/2026","3/26/2026","SPY","SPY 3/25/2026 Put $655.00","STC","4","$0.71","$283.83"
"3/25/2026","3/25/2026","3/26/2026","SPY","SPY 3/25/2026 Put $655.00","BTO","5","$0.80","($400.20)"
"3/25/2026","3/25/2026","3/26/2026","SNDK","SNDK 3/27/2026 Put $620.00","BTO","1","$5.30","($530.04)"
"3/25/2026","3/25/2026","3/26/2026","SNDK","SNDK 3/27/2026 Put $620.00","BTO","1","$9.00","($900.04)"
"3/25/2026","3/25/2026","3/26/2026","PLTR","PLTR 4/2/2026 Put $152.50","STC","1","$2.50","$249.95"
"3/25/2026","3/25/2026","3/26/2026","KDK","Kodiak AI
CUSIP: 500081104","Buy","40","$8.88","($355.20)"
"3/24/2026","3/24/2026","3/25/2026","CRCL","CRCL 5/1/2026 Put $60.00","BTO","3","$0.70","($210.12)"
"3/24/2026","3/24/2026","3/25/2026","SPY","SPY 3/25/2026 Put $647.00","STC","1","$1.63","$162.95"
"3/24/2026","3/24/2026","3/25/2026","PLTR","PLTR 4/2/2026 Put $152.50","STC","1","$4.85","$484.95"
"3/24/2026","3/24/2026","3/25/2026","SPY","SPY 3/24/2026 Put $650.00","STC","2","$0.79","$157.91"
"3/24/2026","3/24/2026","3/25/2026","SPY","SPY 3/24/2026 Put $650.00","STC","1","$0.79","$78.95"
"3/24/2026","3/24/2026","3/25/2026","SPY","SPY 3/25/2026 Put $647.00","BTO","1","$2.00","($200.04)"
"3/24/2026","3/24/2026","3/25/2026","SPY","SPY 3/24/2026 Put $650.00","BTO","3","$0.89","($267.12)"
"3/24/2026","3/24/2026","3/25/2026","MU","MU 4/2/2026 Put $380.00","STC","1","$12.20","$1,219.95"
"3/24/2026","3/24/2026","3/25/2026","PLTR","PLTR 4/2/2026 Put $152.50","STC","1","$4.05","$404.95"
"3/24/2026","3/24/2026","3/25/2026","MU","MU 4/2/2026 Put $380.00","BTO","1","$11.90","($1,190.04)"
"3/24/2026","3/24/2026","3/25/2026","PLTR","PLTR 4/2/2026 Put $152.50","BTO","1","$3.15","($315.04)"
"3/24/2026","3/24/2026","3/25/2026","PLTR","PLTR 4/2/2026 Put $152.50","BTO","2","$3.15","($630.08)"
"3/23/2026","3/23/2026","3/24/2026","SPY","SPY 3/23/2026 Put $657.00","STC","1","$2.45","$244.95"
"3/23/2026","3/23/2026","3/24/2026","META","META 4/2/2026 Put $560.00","STC","1","$2.69","$268.95"
"3/23/2026","3/23/2026","3/24/2026","PLTR","PLTR 4/24/2026 Put $125.00","STC","1","$1.33","$132.95"
"3/23/2026","3/23/2026","3/24/2026","GOOG","GOOG 4/2/2026 Put $290.00","STC","1","$3.00","$299.95"
"3/23/2026","3/23/2026","3/24/2026","MU","MU 3/27/2026 Put $400.00","STC","1","$12.00","$1,199.95"
"3/23/2026","3/23/2026","3/24/2026","SPY","SPY 3/23/2026 Put $657.00","STC","1","$2.00","$199.95"
"3/23/2026","3/23/2026","3/24/2026","PLTR","PLTR 4/24/2026 Put $125.00","BTO","1","$1.36","($136.04)"
"3/23/2026","3/23/2026","3/24/2026","SPY","SPY 3/23/2026 Put $657.00","STC","1","$1.75","$174.95"
"3/23/2026","3/23/2026","3/24/2026","SPY","SPY 3/23/2026 Put $657.00","BTO","2","$0.90","($180.08)"
"3/23/2026","3/23/2026","3/24/2026","SPY","SPY 3/23/2026 Put $657.00","BTO","1","$0.90","($90.04)"
"3/23/2026","3/23/2026","3/24/2026","MU","MU 3/27/2026 Put $400.00","BTO","1","$8.80","($880.04)"
"3/23/2026","3/23/2026","3/24/2026","TSLA","TSLA 4/2/2026 Put $350.00","BTO","1","$3.20","($320.04)"
"3/20/2026","3/20/2026","3/23/2026","GOOG","GOOG 4/2/2026 Put $290.00","BTO","1","$3.50","($350.04)"
"3/20/2026","3/20/2026","3/23/2026","WMT","WMT 4/2/2026 Put $116.00","STC","1","$1.15","$114.95"
"3/20/2026","3/20/2026","3/23/2026","WMT","WMT 4/2/2026 Put $116.00","STC","1","$1.16","$115.95"
"3/20/2026","3/20/2026","3/23/2026","SNDK","SNDK 3/20/2026 Put $690.00","STC","2","$0.75","$149.91"
"3/20/2026","3/20/2026","3/23/2026","CRCL","CRCL 3/20/2026 Put $122.00","STC","3","$0.11","$32.87"
"3/20/2026","3/20/2026","3/23/2026","SNDK","SNDK 3/20/2026 Put $690.00","BTO","2","$0.80","($160.08)"
"3/20/2026","3/20/2026","3/23/2026","CRCL","CRCL 3/20/2026 Put $122.00","BTO","2","$0.16","($32.08)"
"3/20/2026","3/20/2026","3/23/2026","CRCL","CRCL 3/20/2026 Put $122.00","BTO","1","$0.16","($16.04)"
"3/20/2026","3/20/2026","3/23/2026","V","V 4/10/2026 Put $280.00","BTO","2","$1.80","($360.08)"
"3/20/2026","3/20/2026","3/23/2026","TSLA","TSLA 3/20/2026 Put $375.00","STC","1","$1.41","$140.95"
"3/20/2026","3/20/2026","3/23/2026","TSLA","TSLA 3/20/2026 Put $375.00","STC","1","$1.41","$140.95"
"3/20/2026","3/20/2026","3/23/2026","WMT","WMT 4/2/2026 Put $116.00","BTO","2","$1.25","($250.08)"
"3/20/2026","3/20/2026","3/23/2026","PLTR","PLTR 4/24/2026 Put $125.00","BTO","2","$1.78","($356.08)"
"3/20/2026","3/20/2026","3/23/2026","TSLA","TSLA 3/20/2026 Put $375.00","BTO","2","$1.46","($292.08)"
"3/20/2026","3/20/2026","3/23/2026","META","META 4/2/2026 Put $560.00","BTO","1","$4.35","($435.04)"
"3/20/2026","3/20/2026","3/23/2026","TSLA","TSLA 4/2/2026 Put $350.00","BTO","1","$4.10","($410.04)"
"3/19/2026","3/19/2026","3/20/2026","TSLA","TSLA 4/2/2026 Put $350.00","STC","1","$3.02","$301.95"
"3/19/2026","3/19/2026","3/20/2026","META","META 4/2/2026 Put $560.00","STC","1","$2.95","$294.95"
"3/19/2026","3/19/2026","3/20/2026","NFLX","NFLX 4/17/2026 Put $85.00","BTO","1","$1.95","($195.04)"
"3/19/2026","3/19/2026","3/20/2026","SLV","SLV 5/1/2026 Put $40.00","BTO","5","$0.24","($120.20)"
"3/19/2026","3/19/2026","3/20/2026","GOOG","GOOG 4/2/2026 Put $290.00","STC","1","$2.75","$274.95"
"3/19/2026","3/19/2026","3/20/2026","SPY","SPY 3/19/2026 Put $655.00","STC","1","$0.80","$79.95"
"3/19/2026","3/19/2026","3/20/2026","SPY","SPY 3/19/2026 Put $655.00","BTO","1","$1.20","($120.04)"
"3/19/2026","3/19/2026","3/20/2026","DB","DB 7/17/2026 Put $20.00","STC","3","$0.60","$179.87"
"3/19/2026","3/19/2026","3/20/2026","DB","DB 7/17/2026 Put $20.00","BTO","3","$0.60","($180.12)"
"3/19/2026","3/19/2026","3/20/2026","DELL","DELL 4/2/2026 Put $148.00","STC","1","$4.85","$484.95"
"3/19/2026","3/19/2026","3/20/2026","TSLA","TSLA 4/2/2026 Put $350.00","STC","1","$4.20","$419.95"
"3/19/2026","3/19/2026","3/20/2026","META","META 4/2/2026 Put $560.00","STC","1","$3.75","$374.95"
"3/19/2026","3/19/2026","3/20/2026","NVDA","NVDA 3/20/2026 Put $177.50","STC","1","$2.35","$234.95"
"3/18/2026","3/18/2026","3/19/2026","JPM","JPM 4/2/2026 Put $275.00","STC","1","$3.10","$309.95"
"3/18/2026","3/18/2026","3/19/2026","GOOG","GOOG 4/2/2026 Put $290.00","STC","1","$2.42","$241.95"
"3/18/2026","3/18/2026","3/19/2026","NVDA","NVDA 3/20/2026 Put $177.50","STC","1","$1.04","$103.95"
"3/18/2026","3/18/2026","3/19/2026","LLY","LLY 3/20/2026 Put $900.00","STC","1","$8.50","$849.95"
"3/18/2026","3/18/2026","3/19/2026","LLY","LLY 3/20/2026 Put $900.00","STC","1","$8.80","$879.95"
"3/18/2026","3/18/2026","3/19/2026","LLY","LLY 3/20/2026 Put $900.00","BTO","2","$5.50","($1,100.08)"
"3/17/2026","3/17/2026","3/18/2026","DELL","DELL 4/2/2026 Put $148.00","BTO","1","$4.20","($420.04)"
"3/17/2026","3/17/2026","3/18/2026","CVNA","CVNA 3/20/2026 Put $295.00","STC","2","$3.40","$679.91"
"3/17/2026","3/17/2026","3/18/2026","LLY","LLY 3/20/2026 Put $950.00","STC","1","$24.00","$2,399.95"
"3/17/2026","3/17/2026","3/18/2026","LLY","LLY 3/20/2026 Put $950.00","STC","1","$21.70","$2,169.95"
"3/17/2026","3/17/2026","3/18/2026","LLY","LLY 3/20/2026 Put $950.00","BTO","1","$20.80","($2,080.04)"
"3/17/2026","3/17/2026","3/18/2026","LLY","LLY 3/20/2026 Put $950.00","STC","1","$21.00","$2,099.95"
"3/17/2026","3/17/2026","3/18/2026","META","META 4/2/2026 Put $560.00","BTO","2","$2.17","($434.08)"
"3/17/2026","3/17/2026","3/18/2026","RDDT","RDDT 4/2/2026 Put $110.00","STC","2","$0.63","$125.91"
"3/16/2026","3/16/2026","3/17/2026","SPY","SPY 3/16/2026 Put $665.00","STC","25","$0.01","$23.92"
"3/16/2026","3/16/2026","3/17/2026","SPY","SPY 3/17/2026 Put $666.00","STC","12","$1.73","$2,075.48"
"3/16/2026","3/16/2026","3/17/2026","SPY","SPY 3/17/2026 Put $666.00","BTO","11","$1.72","($1,892.44)"
"3/16/2026","3/16/2026","3/17/2026","SPY","SPY 3/17/2026 Put $666.00","BTO","1","$1.72","($172.04)"
"3/16/2026","3/16/2026","3/17/2026","RNXT","RenovoRx
CUSIP: 75989R107","Sell","250","$0.96","$240.28"
"3/16/2026","3/16/2026","3/17/2026","CVNA","CVNA 3/20/2026 Put $295.00","BTO","2","$6.45","($1,290.08)"
"3/16/2026","3/16/2026","3/17/2026","SPY","SPY 3/16/2026 Put $665.00","STC","5","$0.80","$399.78"
"3/16/2026","3/16/2026","3/17/2026","SPY","SPY 3/16/2026 Put $665.00","STC","5","$0.70","$349.78"
"3/16/2026","3/16/2026","3/17/2026","SPY","SPY 3/16/2026 Put $665.00","BTO","15","$0.41","($615.60)"
"3/16/2026","3/16/2026","3/17/2026","LLY","LLY 3/20/2026 Put $950.00","BTO","2","$5.75","($1,150.08)"
"3/16/2026","3/16/2026","3/17/2026","SPY","SPY 3/16/2026 Put $665.00","BTO","10","$0.80","($800.40)"
"3/16/2026","3/16/2026","3/17/2026","SPY","SPY 3/16/2026 Put $665.00","BTO","10","$0.80","($800.40)"
"3/13/2026","3/13/2026","3/16/2026","CVNA","Option Expiration for CVNA 3/13/2026 Put $275.00","OEXP","2S","",""
"3/13/2026","3/13/2026","3/16/2026","SNDK","SNDK 3/20/2026 Put $580.00","STC","1","$10.80","$1,079.95"
"3/13/2026","3/13/2026","3/16/2026","NVDA","NVDA 3/20/2026 Put $177.50","BTO","2","$3.23","($646.08)"
"3/13/2026","3/13/2026","3/16/2026","SPY","SPY 3/16/2026 Put $669.00","STC","1","$7.15","$714.95"
"3/13/2026","3/13/2026","3/16/2026","SNDK","SNDK 3/20/2026 Put $580.00","STC","1","$16.39","$1,638.95"
"3/13/2026","3/13/2026","3/16/2026","SPY","SPY 3/13/2026 Put $665.00","STC","2","$1.88","$375.91"
"3/13/2026","3/13/2026","3/16/2026","SPY","SPY 3/16/2026 Put $669.00","STC","1","$6.05","$604.95"
"3/13/2026","3/13/2026","3/16/2026","SNDK","SNDK 3/20/2026 Put $580.00","BTO","2","$15.50","($3,100.08)"
"3/13/2026","3/13/2026","3/16/2026","SPY","SPY 3/13/2026 Put $665.00","BTO","2","$0.89","($178.08)"
"3/13/2026","3/13/2026","3/16/2026","SPY","SPY 3/16/2026 Put $669.00","BTO","2","$3.95","($790.08)"
"3/12/2026","3/12/2026","3/13/2026","CVNA","CVNA 3/13/2026 Put $275.00","BTO","1","$1.30","($130.04)"
"3/12/2026","3/12/2026","3/13/2026","CVNA","CVNA 3/13/2026 Put $275.00","STC","2","$1.50","$299.91"
"3/12/2026","3/12/2026","3/13/2026","INTC","INTC 3/20/2026 Put $46.00","STC","1","$2.12","$211.95"
"3/12/2026","3/12/2026","3/13/2026","GOOG","GOOG 4/2/2026 Put $290.00","BTO","2","$4.70","($940.08)"
"3/12/2026","3/12/2026","3/13/2026","GOOG","GOOG 4/2/2026 Put $290.00","STC","1","$4.75","$474.95"
